assignment_id,employee_id,project_id,start_date,end_date,utilization_pct
ASG005845,EMP00447,PRJ0079,2021-12-19,2022-06-24,92
ASG005846,EMP00447,PRJ0094,2022-06-24,2023-02-24,92
ASG005847,EMP00447,PRJ0106,2023-02-24,2023-06-26,76
ASG005848,EMP00447,PRJ0067,2023-08-08,2024-04-12,85
ASG005849,EMP00447,PRJ0040,2024-05-26,2024-11-09,97
ASG005850,EMP00447,PRJ0078,2024-11-09,2025-05-18,85
ASG005851,EMP00447,PRJ0003,2025-05-18,2026-02-10,79
ASG005852,EMP00447,PRJ0001,2026-02-10,2026-06-18,96
ASG005853,EMP00448,PRJ0134,2020-10-26,2021-06-16,78
ASG005854,EMP00448,PRJ0209,2021-06-16,2021-08-18,97
ASG005855,EMP00448,PRJ0195,2021-08-18,2021-11-14,91
ASG005856,EMP00448,PRJ0218,2021-11-14,2022-04-09,100
ASG005857,EMP00448,PRJ0035,2022-04-09,2022-11-23,73
ASG005858,EMP00448,PRJ0089,2022-12-19,2023-05-22,97
ASG005859,EMP00448,PRJ0074,2023-07-01,2024-01-31,86
ASG005860,EMP00448,PRJ0121,2024-01-31,2024-05-14,84
ASG005861,EMP00448,PRJ0137,2024-05-14,2025-01-03,81
ASG005862,EMP00448,PRJ0003,2025-01-03,2025-04-26,90
ASG005863,EMP00448,PRJ0177,2025-04-26,2025-08-28,81
ASG005864,EMP00448,PRJ0237,2025-10-16,2026-05-04,75
ASG005865,EMP00448,PRJ0126,2026-06-01,2026-06-18,71
ASG005866,EMP00449,PRJ0243,2023-12-24,2024-08-20,100
ASG005867,EMP00449,PRJ0194,2024-10-08,2025-02-19,70
ASG005868,EMP00449,PRJ0123,2025-04-11,2025-08-19,91
ASG005869,EMP00449,PRJ0077,2025-10-09,2026-01-13,83
ASG005870,EMP00449,PRJ0003,2026-01-13,2026-06-18,76
ASG005871,EMP00450,PRJ0197,2021-12-07,2022-07-20,82
ASG005872,EMP00450,PRJ0111,2022-08-22,2023-02-28,91
ASG005873,EMP00450,PRJ0205,2023-02-28,2023-08-01,92
ASG005874,EMP00450,PRJ0075,2023-08-01,2023-10-27,84
ASG005875,EMP00450,PRJ0153,2023-10-27,2024-01-25,96
ASG005876,EMP00450,PRJ0060,2024-01-25,2024-05-17,73
ASG005877,EMP00450,PRJ0204,2024-05-17,2024-08-26,92
ASG005878,EMP00450,PRJ0002,2024-08-26,2024-12-28,94
ASG005879,EMP00450,PRJ0141,2024-12-28,2025-06-10,97
ASG005880,EMP00450,PRJ0096,2025-06-10,2025-08-19,100
ASG005881,EMP00450,PRJ0049,2025-08-19,2026-02-11,90
ASG005882,EMP00450,PRJ0106,2026-02-11,2026-05-01,85
ASG005883,EMP00450,PRJ0226,2026-06-05,2026-06-18,87
ASG005884,EMP00451,PRJ0144,2013-09-17,2014-02-13,77
ASG005885,EMP00451,PRJ0112,2014-02-13,2014-08-04,79
ASG005886,EMP00451,PRJ0102,2014-08-04,2014-12-14,96
ASG005887,EMP00451,PRJ0064,2014-12-18,2015-07-19,73
ASG005888,EMP00451,PRJ0042,2015-07-19,2015-11-07,80
ASG005889,EMP00451,PRJ0184,2015-11-07,2016-04-24,83
ASG005890,EMP00451,PRJ0189,2016-05-02,2016-11-07,97
ASG005891,EMP00451,PRJ0166,2016-11-07,2017-01-16,75
ASG005892,EMP00451,PRJ0100,2017-01-16,2017-05-31,74
ASG005893,EMP00451,PRJ0213,2017-05-31,2017-09-11,91
ASG005894,EMP00451,PRJ0097,2017-09-11,2018-01-31,74
ASG005895,EMP00451,PRJ0057,2018-01-31,2018-09-25,75
ASG005896,EMP00451,PRJ0068,2018-09-25,2019-02-02,90
ASG005897,EMP00451,PRJ0021,2019-02-02,2019-08-10,89
ASG005898,EMP00451,PRJ0109,2019-08-10,2020-02-15,97
ASG005899,EMP00451,PRJ0161,2020-02-15,2020-08-28,95
ASG005900,EMP00451,PRJ0062,2020-08-28,2021-01-06,90
ASG005901,EMP00451,PRJ0133,2021-01-06,2021-03-07,81
ASG005902,EMP00451,PRJ0196,2021-03-07,2021-09-10,99
ASG005903,EMP00451,PRJ0205,2021-10-08,2022-02-12,94
ASG005904,EMP00451,PRJ0233,2022-02-12,2022-09-11,70
ASG005905,EMP00451,PRJ0157,2022-09-11,2022-12-09,75
ASG005906,EMP00451,PRJ0207,2022-12-09,2023-08-25,87
ASG005907,EMP00451,PRJ0178,2023-08-25,2024-03-05,93
ASG005908,EMP00451,PRJ0176,2024-03-05,2024-10-06,90
ASG005909,EMP00451,PRJ0070,2024-10-06,2025-04-07,78
ASG005910,EMP00451,PRJ0073,2025-04-26,2025-12-20,70
ASG005911,EMP00451,PRJ0167,2025-12-20,2026-06-14,73
ASG005912,EMP00452,PRJ0191,2024-07-14,2024-09-20,72
ASG005913,EMP00452,PRJ0137,2024-09-20,2025-01-30,95
ASG005914,EMP00452,PRJ0208,2025-01-30,2025-07-22,90
ASG005915,EMP00452,PRJ0069,2025-07-22,2025-10-24,87
ASG005916,EMP00452,PRJ0106,2025-10-24,2026-01-24,94
ASG005917,EMP00452,PRJ0049,2026-02-24,2026-06-18,73
ASG005918,EMP00453,PRJ0219,2018-06-16,2019-01-03,71
ASG005919,EMP00453,PRJ0018,2019-01-03,2019-08-22,91
ASG005920,EMP00453,PRJ0047,2019-08-22,2019-11-18,72
ASG005921,EMP00453,PRJ0035,2019-11-23,2020-01-29,100
ASG005922,EMP00453,PRJ0075,2020-02-13,2020-09-12,86
ASG005923,EMP00453,PRJ0029,2020-09-12,2021-03-25,90
ASG005924,EMP00453,PRJ0164,2021-03-25,2021-08-05,77
ASG005925,EMP00453,PRJ0117,2021-08-05,2021-10-23,86
ASG005926,EMP00453,PRJ0159,2021-11-08,2022-02-27,74
ASG005927,EMP00453,PRJ0116,2022-03-08,2022-10-16,72
ASG005928,EMP00453,PRJ0070,2022-10-23,2023-03-07,99
ASG005929,EMP00453,PRJ0180,2023-03-07,2023-06-15,80
ASG005930,EMP00453,PRJ0160,2023-06-15,2023-11-08,86
ASG005931,EMP00453,PRJ0126,2023-11-08,2024-07-17,97
ASG005932,EMP00453,PRJ0049,2024-07-22,2024-10-27,72
ASG005933,EMP00453,PRJ0083,2024-10-27,2025-07-12,91
ASG005934,EMP00453,PRJ0005,2025-07-29,2026-03-04,98
ASG005935,EMP00453,PRJ0039,2026-03-04,2026-06-18,70
ASG005936,EMP00454,PRJ0013,2019-11-03,2020-07-11,94
ASG005937,EMP00454,PRJ0249,2020-07-11,2021-03-30,78
ASG005938,EMP00454,PRJ0137,2021-05-13,2021-11-30,99
ASG005939,EMP00454,PRJ0006,2021-11-30,2022-04-05,85
ASG005940,EMP00454,PRJ0048,2022-04-05,2022-09-02,70
ASG005941,EMP00454,PRJ0249,2022-09-02,2023-01-09,96
ASG005942,EMP00454,PRJ0027,2023-01-09,2023-09-07,88
ASG005943,EMP00454,PRJ0073,2023-09-07,2023-11-15,78
ASG005944,EMP00454,PRJ0069,2023-12-07,2024-04-17,88
ASG005945,EMP00454,PRJ0033,2024-06-03,2024-10-08,74
ASG005946,EMP00454,PRJ0184,2024-10-08,2025-07-04,94
ASG005947,EMP00454,PRJ0113,2025-08-29,2026-05-12,96
ASG005948,EMP00455,PRJ0187,2024-08-24,2024-11-28,80
ASG005949,EMP00455,PRJ0003,2024-11-28,2025-06-02,74
ASG005950,EMP00455,PRJ0060,2025-06-02,2026-01-17,85
ASG005951,EMP00455,PRJ0024,2026-01-17,2026-06-18,84
ASG005952,EMP00456,PRJ0039,2013-12-17,2014-08-28,72
ASG005953,EMP00456,PRJ0004,2014-10-09,2015-06-03,94
ASG005954,EMP00456,PRJ0127,2015-06-03,2016-01-22,98
ASG005955,EMP00456,PRJ0056,2016-01-22,2016-09-11,85
ASG005956,EMP00456,PRJ0088,2016-09-11,2017-02-18,80
ASG005957,EMP00456,PRJ0108,2017-03-06,2017-11-01,98
ASG005958,EMP00456,PRJ0080,2017-11-01,2018-01-18,87
ASG005959,EMP00456,PRJ0202,2018-02-05,2018-06-14,90
ASG005960,EMP00456,PRJ0205,2018-06-14,2018-12-19,86
ASG005961,EMP00456,PRJ0128,2019-01-30,2019-09-24,87
ASG005962,EMP00456,PRJ0096,2019-09-24,2020-01-26,79
ASG005963,EMP00456,PRJ0119,2020-01-26,2020-07-29,74
ASG005964,EMP00456,PRJ0179,2020-09-05,2021-05-17,86
ASG005965,EMP00456,PRJ0203,2021-05-17,2021-11-13,94
ASG005966,EMP00456,PRJ0009,2021-11-13,2022-05-05,83
ASG005967,EMP00456,PRJ0085,2022-05-05,2022-12-05,85
ASG005968,EMP00456,PRJ0021,2022-12-05,2023-04-11,100
ASG005969,EMP00456,PRJ0216,2023-04-11,2023-12-29,85
ASG005970,EMP00456,PRJ0193,2023-12-29,2024-03-22,92
ASG005971,EMP00456,PRJ0244,2024-03-22,2024-10-03,76
ASG005972,EMP00456,PRJ0038,2024-11-06,2025-03-04,86
ASG005973,EMP00456,PRJ0015,2025-03-04,2025-11-14,73
ASG005974,EMP00456,PRJ0069,2025-11-14,2026-02-23,86
ASG005975,EMP00456,PRJ0199,2026-04-12,2026-06-18,92
ASG005976,EMP00457,PRJ0101,2017-02-27,2017-07-05,87
ASG005977,EMP00457,PRJ0019,2017-07-30,2017-12-02,96
ASG005978,EMP00457,PRJ0140,2017-12-02,2018-08-05,97
ASG005979,EMP00457,PRJ0121,2018-09-15,2019-02-13,85
ASG005980,EMP00457,PRJ0047,2019-02-13,2019-07-28,85
ASG005981,EMP00457,PRJ0050,2019-09-14,2020-02-27,100
ASG005982,EMP00457,PRJ0230,2020-02-27,2020-05-20,72
ASG005983,EMP00457,PRJ0216,2020-05-20,2020-10-19,90
ASG005984,EMP00457,PRJ0065,2020-11-26,2021-05-15,79
ASG005985,EMP00457,PRJ0210,2021-07-02,2021-10-19,91
ASG005986,EMP00457,PRJ0098,2021-10-19,2022-06-11,82
ASG005987,EMP00457,PRJ0213,2022-06-11,2022-10-27,92
ASG005988,EMP00457,PRJ0004,2022-10-27,2023-03-26,99
ASG005989,EMP00457,PRJ0032,2023-03-26,2023-10-27,99
ASG005990,EMP00457,PRJ0250,2023-11-18,2024-03-24,85
ASG005991,EMP00457,PRJ0197,2024-03-24,2024-12-05,82
ASG005992,EMP00457,PRJ0183,2024-12-05,2025-03-25,81
ASG005993,EMP00457,PRJ0064,2025-04-26,2025-10-28,78
ASG005994,EMP00457,PRJ0099,2025-10-28,2026-06-18,88
ASG005995,EMP00458,PRJ0198,2019-04-08,2019-12-06,96
ASG005996,EMP00458,PRJ0250,2019-12-06,2020-06-28,95
ASG005997,EMP00458,PRJ0114,2020-08-25,2020-11-18,73
ASG005998,EMP00458,PRJ0064,2021-01-28,2021-06-20,71
ASG005999,EMP00458,PRJ0189,2021-06-20,2021-12-19,79
ASG006000,EMP00458,PRJ0009,2021-12-19,2022-04-01,72
ASG006001,EMP00458,PRJ0051,2022-04-01,2022-10-05,70
ASG006002,EMP00458,PRJ0118,2022-10-05,2023-01-04,81
ASG006003,EMP00458,PRJ0189,2023-01-04,2023-04-06,100
ASG006004,EMP00458,PRJ0198,2023-04-06,2023-09-21,71
ASG006005,EMP00458,PRJ0025,2023-09-21,2023-12-12,70
ASG006006,EMP00458,PRJ0134,2024-02-08,2024-09-16,89
ASG006007,EMP00458,PRJ0171,2024-09-16,2024-12-06,74
ASG006008,EMP00458,PRJ0054,2024-12-06,2025-07-13,93
ASG006009,EMP00458,PRJ0122,2025-07-13,2026-02-02,88
ASG006010,EMP00458,PRJ0100,2026-02-02,2026-06-02,94
ASG006011,EMP00459,PRJ0175,2024-03-01,2024-10-02,77
ASG006012,EMP00459,PRJ0247,2024-10-26,2025-02-01,71
ASG006013,EMP00459,PRJ0080,2025-02-08,2025-07-26,88
ASG006014,EMP00459,PRJ0240,2025-07-26,2026-04-17,100
ASG006015,EMP00459,PRJ0083,2026-05-28,2026-06-18,85
ASG006016,EMP00460,PRJ0041,2022-01-01,2022-09-14,91
ASG006017,EMP00460,PRJ0162,2022-09-14,2023-01-31,84
ASG006018,EMP00460,PRJ0187,2023-01-31,2023-08-27,100
ASG006019,EMP00460,PRJ0011,2023-10-29,2024-02-03,98
ASG006020,EMP00460,PRJ0191,2024-03-18,2024-05-20,87
ASG006021,EMP00460,PRJ0240,2024-05-20,2024-12-21,81
ASG006022,EMP00460,PRJ0141,2024-12-21,2025-05-19,93
ASG006023,EMP00460,PRJ0134,2025-05-19,2025-12-26,86
ASG006024,EMP00460,PRJ0032,2025-12-26,2026-06-18,99
ASG006025,EMP00461,PRJ0065,2019-04-07,2019-11-02,74
ASG006026,EMP00461,PRJ0124,2019-11-02,2020-04-23,99
ASG006027,EMP00461,PRJ0164,2020-04-23,2020-06-25,79
ASG006028,EMP00461,PRJ0077,2020-07-17,2021-03-02,92
ASG006029,EMP00461,PRJ0051,2021-03-02,2021-09-21,92
ASG006030,EMP00461,PRJ0093,2021-09-21,2022-02-17,71
ASG006031,EMP00461,PRJ0228,2022-04-08,2022-09-13,91
ASG006032,EMP00461,PRJ0014,2022-09-13,2023-02-04,77
ASG006033,EMP00461,PRJ0222,2023-02-04,2023-07-29,74
ASG006034,EMP00461,PRJ0171,2023-07-29,2024-03-10,74
ASG006035,EMP00461,PRJ0056,2024-04-14,2024-10-26,91
ASG006036,EMP00461,PRJ0250,2024-10-26,2024-12-28,74
ASG006037,EMP00461,PRJ0029,2024-12-28,2025-08-10,96
ASG006038,EMP00461,PRJ0061,2025-10-01,2026-03-29,73
ASG006039,EMP00461,PRJ0163,2026-03-29,2026-06-18,88
ASG006040,EMP00462,PRJ0112,2023-12-20,2024-03-30,97
ASG006041,EMP00462,PRJ0084,2024-03-30,2024-10-28,72
ASG006042,EMP00462,PRJ0004,2024-10-28,2025-07-04,98
ASG006043,EMP00462,PRJ0043,2025-07-04,2026-02-20,92
ASG006044,EMP00462,PRJ0204,2026-02-20,2026-06-18,78
ASG006045,EMP00463,PRJ0071,2022-11-23,2023-03-18,72
ASG006046,EMP00463,PRJ0150,2023-03-18,2023-11-30,96
ASG006047,EMP00463,PRJ0031,2023-11-30,2024-04-20,94
ASG006048,EMP00463,PRJ0102,2024-04-20,2024-09-12,74
ASG006049,EMP00463,PRJ0203,2024-09-12,2025-06-07,78
ASG006050,EMP00463,PRJ0063,2025-06-07,2025-09-27,93
ASG006051,EMP00463,PRJ0003,2025-09-27,2026-06-18,82
ASG006052,EMP00464,PRJ0249,2017-01-06,2017-04-04,73
ASG006053,EMP00464,PRJ0011,2017-04-04,2017-10-26,87
ASG006054,EMP00464,PRJ0149,2017-10-26,2018-03-01,76
ASG006055,EMP00464,PRJ0201,2018-03-01,2018-05-29,78
ASG006056,EMP00464,PRJ0177,2018-06-29,2018-11-17,100
ASG006057,EMP00464,PRJ0122,2018-11-17,2019-07-15,75
ASG006058,EMP00464,PRJ0177,2019-07-15,2020-02-29,79
ASG006059,EMP00464,PRJ0153,2020-02-29,2020-06-05,98
ASG006060,EMP00464,PRJ0040,2020-06-05,2021-01-07,77
ASG006061,EMP00464,PRJ0096,2021-01-07,2021-10-01,75
ASG006062,EMP00464,PRJ0198,2021-10-01,2022-06-17,84
ASG006063,EMP00464,PRJ0023,2022-06-17,2023-01-06,84
ASG006064,EMP00464,PRJ0064,2023-01-06,2023-07-20,80
ASG006065,EMP00464,PRJ0041,2023-07-20,2023-09-24,84
ASG006066,EMP00464,PRJ0128,2023-09-24,2024-04-01,85
ASG006067,EMP00464,PRJ0024,2024-04-01,2024-09-04,83
ASG006068,EMP00464,PRJ0176,2024-09-04,2025-05-24,72
ASG006069,EMP00464,PRJ0159,2025-05-24,2025-08-22,92
ASG006070,EMP00464,PRJ0087,2025-08-26,2026-02-24,88
ASG006071,EMP00464,PRJ0239,2026-02-24,2026-06-18,79
ASG006072,EMP00465,PRJ0249,2021-05-25,2022-02-08,86
ASG006073,EMP00465,PRJ0195,2022-02-08,2022-08-08,71
ASG006074,EMP00465,PRJ0161,2022-08-08,2022-11-05,94
ASG006075,EMP00465,PRJ0016,2022-11-05,2023-04-18,87
ASG006076,EMP00465,PRJ0016,2023-04-18,2023-09-20,70
ASG006077,EMP00465,PRJ0092,2023-09-20,2024-05-13,76
ASG006078,EMP00465,PRJ0166,2024-05-13,2024-10-13,70
ASG006079,EMP00465,PRJ0040,2024-10-13,2025-05-26,80
ASG006080,EMP00465,PRJ0180,2025-05-26,2025-09-15,73
ASG006081,EMP00465,PRJ0138,2025-09-15,2026-06-09,99
ASG006082,EMP00465,PRJ0203,2026-06-09,2026-06-18,89
ASG006083,EMP00466,PRJ0028,2018-06-14,2018-08-13,83
ASG006084,EMP00466,PRJ0033,2018-08-13,2019-02-10,90
ASG006085,EMP00466,PRJ0125,2019-02-10,2019-07-24,83
ASG006086,EMP00466,PRJ0060,2019-08-15,2020-02-12,72
ASG006087,EMP00466,PRJ0082,2020-02-12,2020-09-06,97
ASG006088,EMP00466,PRJ0143,2020-10-11,2021-01-27,73
ASG006089,EMP00466,PRJ0202,2021-01-27,2021-09-19,97
ASG006090,EMP00466,PRJ0166,2021-09-23,2021-12-17,75
ASG006091,EMP00466,PRJ0194,2021-12-17,2022-02-21,79
ASG006092,EMP00466,PRJ0089,2022-02-21,2022-08-20,84
ASG006093,EMP00466,PRJ0207,2022-08-20,2023-04-30,77
ASG006094,EMP00466,PRJ0229,2023-06-06,2023-12-15,94
ASG006095,EMP00466,PRJ0113,2023-12-15,2024-08-04,92
ASG006096,EMP00466,PRJ0188,2024-08-04,2024-10-12,91
ASG006097,EMP00466,PRJ0050,2024-10-12,2025-03-05,80
ASG006098,EMP00466,PRJ0006,2025-03-05,2025-05-18,71
ASG006099,EMP00466,PRJ0177,2025-05-18,2025-12-06,88
ASG006100,EMP00466,PRJ0097,2025-12-06,2026-06-18,75
ASG006101,EMP00467,PRJ0092,2020-11-20,2021-04-07,98
ASG006102,EMP00467,PRJ0186,2021-04-07,2021-10-03,95
ASG006103,EMP00467,PRJ0035,2021-10-03,2022-02-03,81
ASG006104,EMP00467,PRJ0065,2022-02-03,2022-05-10,83
ASG006105,EMP00467,PRJ0231,2022-07-09,2023-01-05,97
ASG006106,EMP00467,PRJ0011,2023-01-05,2023-04-23,78
ASG006107,EMP00467,PRJ0125,2023-04-23,2023-10-02,99
ASG006108,EMP00467,PRJ0181,2023-10-02,2024-06-12,78
ASG006109,EMP00467,PRJ0113,2024-06-12,2024-11-05,92
ASG006110,EMP00467,PRJ0144,2024-11-05,2025-06-06,77
ASG006111,EMP00467,PRJ0076,2025-06-06,2025-08-17,73
ASG006112,EMP00467,PRJ0139,2025-10-09,2026-01-27,81
ASG006113,EMP00467,PRJ0179,2026-01-27,2026-06-18,93
ASG006114,EMP00468,PRJ0126,2024-03-16,2024-10-29,97
ASG006115,EMP00468,PRJ0049,2024-10-29,2024-12-30,99
ASG006116,EMP00468,PRJ0146,2024-12-30,2025-07-28,92
ASG006117,EMP00468,PRJ0048,2025-09-16,2025-12-12,97
ASG006118,EMP00468,PRJ0140,2026-01-22,2026-06-18,84
ASG006119,EMP00469,PRJ0090,2018-06-10,2018-11-10,71
ASG006120,EMP00469,PRJ0083,2018-12-22,2019-04-19,93
ASG006121,EMP00469,PRJ0188,2019-04-19,2019-08-18,73
ASG006122,EMP00469,PRJ0120,2019-08-18,2019-11-08,91
ASG006123,EMP00469,PRJ0071,2019-11-08,2020-03-24,79
ASG006124,EMP00469,PRJ0223,2020-04-29,2020-09-14,86
ASG006125,EMP00469,PRJ0213,2020-10-06,2020-12-06,76
ASG006126,EMP00469,PRJ0154,2020-12-06,2021-02-24,78
ASG006127,EMP00469,PRJ0235,2021-03-23,2021-08-11,91
ASG006128,EMP00469,PRJ0221,2021-08-11,2022-02-09,76
ASG006129,EMP00469,PRJ0142,2022-02-09,2022-08-03,77
ASG006130,EMP00469,PRJ0042,2022-09-25,2023-03-11,87
ASG006131,EMP00469,PRJ0018,2023-03-11,2023-05-20,93
ASG006132,EMP00469,PRJ0136,2023-05-20,2024-01-13,86
ASG006133,EMP00469,PRJ0040,2024-03-08,2024-09-05,79
ASG006134,EMP00469,PRJ0116,2024-09-05,2025-03-23,80
ASG006135,EMP00469,PRJ0076,2025-03-23,2025-11-02,81
ASG006136,EMP00469,PRJ0210,2025-12-09,2026-04-10,74
ASG006137,EMP00469,PRJ0068,2026-04-10,2026-06-18,79
ASG006138,EMP00470,PRJ0139,2018-02-15,2018-11-07,85
ASG006139,EMP00470,PRJ0094,2018-11-11,2019-03-02,91
ASG006140,EMP00470,PRJ0117,2019-03-02,2019-06-01,92
ASG006141,EMP00470,PRJ0001,2019-06-01,2019-09-26,82
ASG006142,EMP00470,PRJ0199,2019-09-26,2019-12-23,84
ASG006143,EMP00470,PRJ0164,2019-12-23,2020-04-18,78
ASG006144,EMP00470,PRJ0130,2020-04-18,2020-07-09,74
ASG006145,EMP00470,PRJ0098,2020-07-09,2021-01-01,100
ASG006146,EMP00470,PRJ0188,2021-01-01,2021-05-26,76
ASG006147,EMP00470,PRJ0048,2021-05-26,2021-10-27,77
ASG006148,EMP00470,PRJ0227,2021-10-27,2022-02-11,97
ASG006149,EMP00470,PRJ0005,2022-02-11,2022-10-03,89
ASG006150,EMP00470,PRJ0159,2022-10-03,2023-01-18,85
ASG006151,EMP00470,PRJ0220,2023-01-18,2023-08-18,82
ASG006152,EMP00470,PRJ0094,2023-08-18,2024-01-28,86
ASG006153,EMP00470,PRJ0199,2024-01-28,2024-10-04,98
ASG006154,EMP00470,PRJ0159,2024-10-08,2025-03-10,100
ASG006155,EMP00470,PRJ0062,2025-03-10,2025-11-20,72
ASG006156,EMP00470,PRJ0083,2025-11-20,2026-03-03,78
ASG006157,EMP00470,PRJ0185,2026-03-03,2026-06-18,87
ASG006158,EMP00471,PRJ0017,2024-03-18,2024-09-02,96
ASG006159,EMP00471,PRJ0169,2024-09-02,2025-02-14,72
ASG006160,EMP00471,PRJ0248,2025-02-14,2025-07-05,85
ASG006161,EMP00471,PRJ0138,2025-07-05,2025-10-04,75
ASG006162,EMP00471,PRJ0210,2025-10-04,2025-12-21,72
ASG006163,EMP00471,PRJ0100,2025-12-21,2026-06-18,87
ASG006164,EMP00472,PRJ0049,2023-09-11,2023-12-08,80
ASG006165,EMP00472,PRJ0135,2024-02-09,2024-07-07,72
ASG006166,EMP00472,PRJ0175,2024-08-28,2024-11-30,84
ASG006167,EMP00472,PRJ0128,2024-11-30,2025-08-22,99
ASG006168,EMP00472,PRJ0197,2025-09-21,2025-12-06,74
ASG006169,EMP00472,PRJ0142,2026-02-10,2026-06-18,87
ASG006170,EMP00473,PRJ0040,2016-08-23,2017-02-10,83
ASG006171,EMP00473,PRJ0157,2017-02-10,2017-07-16,75
ASG006172,EMP00473,PRJ0073,2017-07-16,2018-04-04,80
ASG006173,EMP00473,PRJ0083,2018-04-04,2018-11-03,72
ASG006174,EMP00473,PRJ0105,2018-12-08,2019-07-09,71
ASG006175,EMP00473,PRJ0165,2019-07-25,2019-10-01,77
ASG006176,EMP00473,PRJ0083,2019-10-01,2019-12-06,99
ASG006177,EMP00473,PRJ0029,2020-01-09,2020-05-02,83
ASG006178,EMP00473,PRJ0025,2020-05-02,2021-01-21,82
ASG006179,EMP00473,PRJ0134,2021-01-21,2021-09-09,75
ASG006180,EMP00473,PRJ0169,2021-09-09,2022-03-05,83
ASG006181,EMP00473,PRJ0018,2022-03-05,2022-10-17,86
ASG006182,EMP00473,PRJ0012,2022-11-17,2023-03-19,95
ASG006183,EMP00473,PRJ0214,2023-03-19,2023-08-31,90
ASG006184,EMP00473,PRJ0241,2023-08-31,2024-01-10,76
ASG006185,EMP00473,PRJ0034,2024-01-10,2024-08-15,87
ASG006186,EMP00473,PRJ0046,2024-09-18,2024-12-24,78
ASG006187,EMP00473,PRJ0224,2024-12-24,2025-05-03,95
ASG006188,EMP00473,PRJ0009,2025-05-03,2026-01-27,90
ASG006189,EMP00473,PRJ0052,2026-01-27,2026-06-02,70
ASG006190,EMP00473,PRJ0028,2026-06-02,2026-06-18,98
ASG006191,EMP00474,PRJ0125,2016-08-09,2016-11-08,81
ASG006192,EMP00474,PRJ0050,2016-11-08,2017-07-19,78
ASG006193,EMP00474,PRJ0026,2017-07-19,2017-10-11,74
ASG006194,EMP00474,PRJ0009,2017-10-11,2018-05-28,95
ASG006195,EMP00474,PRJ0147,2018-05-28,2018-07-29,83
ASG006196,EMP00474,PRJ0165,2018-07-29,2019-02-23,77
ASG006197,EMP00474,PRJ0215,2019-02-23,2019-05-25,84
ASG006198,EMP00474,PRJ0100,2019-05-25,2019-10-13,93
ASG006199,EMP00474,PRJ0169,2019-10-13,2020-02-19,86
ASG006200,EMP00474,PRJ0126,2020-02-19,2020-08-14,100
ASG006201,EMP00474,PRJ0135,2020-08-14,2020-10-28,86
ASG006202,EMP00474,PRJ0160,2020-10-28,2021-04-17,75
ASG006203,EMP00474,PRJ0180,2021-05-02,2021-09-04,84
ASG006204,EMP00474,PRJ0152,2021-09-10,2021-11-29,79
ASG006205,EMP00474,PRJ0066,2021-11-29,2022-07-12,90
ASG006206,EMP00474,PRJ0013,2022-07-12,2023-02-26,99
ASG006207,EMP00474,PRJ0094,2023-02-26,2023-10-10,84
ASG006208,EMP00474,PRJ0057,2023-10-10,2023-12-23,95
ASG006209,EMP00474,PRJ0156,2024-01-06,2024-09-19,87
ASG006210,EMP00474,PRJ0184,2024-09-19,2025-05-18,93
ASG006211,EMP00474,PRJ0019,2025-05-18,2025-10-03,88
ASG006212,EMP00474,PRJ0004,2025-10-03,2026-04-12,86
ASG006213,EMP00474,PRJ0239,2026-04-12,2026-06-18,74
ASG006214,EMP00475,PRJ0236,2020-12-21,2021-07-03,100
ASG006215,EMP00475,PRJ0054,2021-07-03,2021-09-02,99
ASG006216,EMP00475,PRJ0168,2021-09-26,2022-05-15,81
ASG006217,EMP00475,PRJ0126,2022-05-15,2022-09-25,88
ASG006218,EMP00475,PRJ0238,2022-09-25,2023-05-01,73
ASG006219,EMP00475,PRJ0228,2023-06-12,2023-12-21,70
ASG006220,EMP00475,PRJ0214,2024-02-03,2024-08-09,73
ASG006221,EMP00475,PRJ0021,2024-08-09,2024-11-24,76
ASG006222,EMP00475,PRJ0120,2024-11-24,2025-02-02,83
ASG006223,EMP00475,PRJ0206,2025-02-02,2025-10-11,81
ASG006224,EMP00475,PRJ0164,2025-10-11,2026-01-31,90
ASG006225,EMP00475,PRJ0016,2026-01-31,2026-06-18,99
ASG006226,EMP00476,PRJ0093,2022-03-06,2022-11-20,71
ASG006227,EMP00476,PRJ0143,2022-11-20,2023-03-18,92
ASG006228,EMP00476,PRJ0191,2023-03-18,2023-09-09,95
ASG006229,EMP00476,PRJ0241,2023-10-06,2024-02-04,87
ASG006230,EMP00476,PRJ0228,2024-03-04,2024-08-05,83
ASG006231,EMP00476,PRJ0107,2024-08-05,2025-01-16,74
ASG006232,EMP00476,PRJ0211,2025-02-15,2025-10-22,70
ASG006233,EMP00476,PRJ0095,2025-10-22,2026-01-09,80
ASG006234,EMP00476,PRJ0204,2026-01-09,2026-06-02,99
ASG006235,EMP00476,PRJ0182,2026-06-02,2026-06-18,74
ASG006236,EMP00477,PRJ0015,2022-12-01,2023-04-13,93
ASG006237,EMP00477,PRJ0211,2023-04-13,2023-10-04,76
ASG006238,EMP00477,PRJ0158,2023-10-04,2024-04-05,75
ASG006239,EMP00477,PRJ0069,2024-04-05,2024-07-15,95
ASG006240,EMP00477,PRJ0136,2024-07-15,2024-09-22,94
ASG006241,EMP00477,PRJ0011,2024-09-22,2024-12-29,82
ASG006242,EMP00477,PRJ0188,2024-12-29,2025-03-09,83
ASG006243,EMP00477,PRJ0019,2025-03-09,2025-06-09,78
