employee_id,skill_profile,recommended_skill_1,recommended_skill_1_name,recommended_skill_1_demand_score,recommended_skill_1_category,recommended_skill_2,recommended_skill_2_name,recommended_skill_2_demand_score,recommended_skill_2_category,recommended_skill_3,recommended_skill_3_name,recommended_skill_3_demand_score,recommended_skill_3_category
EMP00365,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00366,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00367,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00368,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00369,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00370,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00371,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00372,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00373,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00374,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00375,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00376,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00377,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00378,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00379,legacy,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00380,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00381,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00382,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00383,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00384,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00385,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00386,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00387,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00388,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00389,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00390,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00391,modern,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00392,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00393,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00394,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00395,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00396,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00397,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00398,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00399,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00400,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00401,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00402,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00403,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00404,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00405,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00406,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00407,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00408,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00409,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00410,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00411,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00412,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00413,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00414,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00415,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00416,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00417,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00418,legacy,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00419,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00420,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00421,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00422,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00423,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00424,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00425,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00426,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00427,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00428,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00429,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00430,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00431,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00432,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00433,modern,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00434,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00435,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00436,modern,SK001,LLM Application Development,95,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00437,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00438,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00439,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00440,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00441,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00442,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00443,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00444,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00445,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00446,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00447,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00448,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00449,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00450,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00451,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00452,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00453,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00454,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00455,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00456,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00457,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00458,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00459,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00460,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00461,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00462,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00463,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00464,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00465,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00466,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00467,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00468,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00469,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00470,modern,SK001,LLM Application Development,95,AI/GenAI,SK006,Azure Cloud Administration,80,Cloud,SK007,GCP Data Engineering,78,Cloud
EMP00471,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00472,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00473,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00474,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00475,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00476,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00477,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00478,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00479,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00480,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00481,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00482,balanced,SK001,LLM Application Development,95,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00483,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00484,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00485,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00486,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00487,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00488,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00489,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00490,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00491,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00492,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00493,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00494,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00495,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00496,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00497,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00498,legacy,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00499,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00500,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00501,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00502,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00503,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00504,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00505,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK006,Azure Cloud Administration,80,Cloud
EMP00506,modern,SK001,LLM Application Development,95,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud,SK006,Azure Cloud Administration,80,Cloud
EMP00507,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00508,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00509,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00510,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00511,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00512,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00513,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00514,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00515,modern,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK006,Azure Cloud Administration,80,Cloud
EMP00516,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00517,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00518,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00519,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00520,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00521,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00522,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00523,balanced,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00524,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00525,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00526,modern,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00527,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00528,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00529,modern,SK001,LLM Application Development,95,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud,SK006,Azure Cloud Administration,80,Cloud
EMP00530,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud,SK006,Azure Cloud Administration,80,Cloud
EMP00531,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00532,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00533,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00534,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00535,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00536,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00537,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00538,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00539,modern,SK001,LLM Application Development,95,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00540,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00541,balanced,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00542,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI,SK005,AWS Cloud Architecture,85,Cloud
EMP00543,legacy,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00544,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00545,modern,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
EMP00546,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00547,modern,SK001,LLM Application Development,95,AI/GenAI,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI
EMP00548,balanced,SK004,Generative AI Solutions,93,AI/GenAI,SK003,MLOps,90,AI/GenAI,SK002,Prompt Engineering,88,AI/GenAI
